iter	Passed	Remaining
1325	41988	5446
1326	42024	5415
1327	42059	5384
1328	42091	5352
1329	42127	5321
1330	42160	5289
1331	42191	5258
1332	42228	5227
1333	42259	5195
1334	42292	5163
1335	42324	5132
1336	42357	5100
1337	42393	5069
1338	42427	5038
1339	42460	5006
1340	42494	4975
1341	42529	4943
1342	42562	4912
1343	42593	4880
1344	42627	4849
1345	42661	4817
1346	42693	4785
1347	42725	4754
1348	42758	4722
1349	42790	4691
1350	42822	4659
1351	42856	4627
1352	42887	4596
1353	42919	4564
1354	42947	4532
1355	42980	4500
1356	43016	4469
1357	43050	4438
1358	43081	4406
1359	43113	4374
1360	43147	4343
1361	43177	4311
1362	43208	4279
1363	43239	4247
1364	43270	4216
1365	43301	4184
1366	43333	4152
1367	43363	4120
1368	43397	4089
1369	43429	4057
1370	43466	4026
1371	43497	3994
1372	43530	3963
1373	43560	3931
1374	43591	3899
1375	43623	3867
1376	43655	3836
1377	43687	3804
1378	43719	3772
1379	43751	3741
1380	43782	3709
1381	43815	3677
1382	43848	3646
1383	43882	3614
1384	43916	3583
1385	43947	3551
1386	43977	3519
1387	44008	3487
1388	44039	3455
1389	44070	3424
1390	44103	3392
1391	44133	3360
1392	44164	3328
1393	44196	3297
1394	44229	3265
1395	44261	3234
1396	44291	3202
1397	44323	3170
1398	44354	3138
1399	44386	3107
1400	44418	3075
1401	44448	3043
1402	44479	3011
1403	44511	2980
1404	44542	2948
1405	44574	2916
1406	44606	2885
1407	44637	2853
1408	44668	2821
1409	44698	2789
1410	44729	2757
1411	44759	2726
1412	44790	2694
1413	44820	2662
1414	44852	2630
1415	44883	2599
1416	44916	2567
1417	44948	2535
1418	44979	2504
1419	45010	2472
1420	45041	2440
1421	45075	2409
1422	45106	2377
1423	45136	2345
1424	45167	2313
1425	45200	2282
1426	45232	2250
1427	45264	2218
1428	45294	2187
1429	45325	2155
1430	45358	2123
1431	45391	2092
1432	45422	2060
1433	45453	2028
1434	45484	1996
1435	45517	1965
1436	45547	1933
1437	45578	1901
1438	45611	1870
1439	45642	1838
1440	45673	1806
1441	45706	1775
1442	45737	1743
1443	45771	1711
1444	45800	1679
1445	45834	1648
1446	45866	1616
1447	45897	1584
1448	45930	1553
1449	45963	1521
1450	45994	1489
1451	46027	1458
1452	46059	1426
1453	46089	1394
1454	46118	1362
1455	46150	1331
1456	46183	1299
1457	46215	1267
1458	46247	1236
1459	46277	1204
1460	46308	1172
1461	46339	1141
1462	46369	1109
1463	46402	1077
1464	46431	1045
1465	46466	1014
1466	46500	982
1467	46530	950
1468	46562	919
1469	46594	887
1470	46626	855
1471	46659	824
1472	46689	792
1473	46719	760
1474	46753	729
1475	46785	697
1476	46818	665
1477	46850	633
1478	46881	602
1479	46912	570
1480	46945	538
1481	46975	507
1482	47007	475
1483	47037	443
1484	47068	412
1485	47100	380
1486	47132	348
1487	47165	316
1488	47196	285
1489	47229	253
1490	47260	221
1491	47292	190
1492	47326	158
1493	47358	126
1494	47390	95
1495	47423	63
1496	47459	31
1497	47490	0
