iter	Logloss
230	0.3704321744
231	0.3703920616
232	0.3703702371
233	0.3703505344
234	0.3703250293
235	0.370307427
236	0.3702870746
237	0.3702681228
238	0.3702460358
239	0.3702293206
240	0.3701690839
241	0.3701398125
242	0.3701183575
243	0.3701063626
244	0.3700873185
245	0.3700743536
246	0.370023428
247	0.3699647077
248	0.3699411772
249	0.3699216991
250	0.3698625191
251	0.3698403365
252	0.3697972586
253	0.3697816586
254	0.369735755
255	0.3697198577
256	0.3696979184
257	0.3696745056
258	0.3696601254
259	0.369642459
260	0.3696236503
261	0.3695899521
262	0.3695751153
263	0.3695573192
264	0.3695270023
265	0.3695094586
266	0.369463754
267	0.3694409235
268	0.3694177806
269	0.3693971221
270	0.3693801508
271	0.369345714
272	0.3693300338
273	0.3693182252
274	0.3693030528
275	0.3692928376
276	0.3692804575
277	0.3692598115
278	0.3692160803
279	0.3691916172
280	0.3691677608
281	0.3691502605
282	0.3691127595
283	0.3690885754
284	0.3690507365
285	0.3690242688
286	0.3690043475
287	0.3689820973
288	0.368961007
289	0.3689456568
290	0.3689266955
291	0.3688876964
292	0.3688724211
293	0.3688571173
294	0.3688342155
295	0.3687981584
296	0.3687770942
297	0.3687625452
298	0.3687409593
299	0.3687210194
300	0.3687085507
301	0.3686975299
302	0.3686788054
303	0.36864718
304	0.368615105
305	0.3685923267
306	0.3685755097
307	0.3685607644
308	0.3685539807
309	0.3685430708
310	0.3685098761
311	0.3684809012
312	0.3684667573
313	0.368454974
314	0.3684394237
315	0.3684181046
316	0.3683842395
317	0.3683648871
318	0.3683430887
319	0.3683308517
320	0.3683075817
321	0.3682974484
322	0.3682809616
323	0.3682470027
324	0.3682258333
325	0.3682159968
326	0.3681994021
327	0.3681820021
328	0.3681441733
329	0.3681307511
330	0.3681147059
331	0.3680938146
332	0.3680750467
333	0.3680485587
334	0.3680364395
335	0.3680257169
336	0.3680064108
337	0.3679851574
338	0.3679725157
339	0.3679462298
340	0.3679260209
341	0.3678858653
342	0.3678484682
343	0.3678163068
344	0.3678033329
345	0.367786719
346	0.3677739248
347	0.3677610076
348	0.3677456109
349	0.3677351031
350	0.3677110329
351	0.3676851404
352	0.3676616307
353	0.3676371322
354	0.3676105754
355	0.3675971545
356	0.3675832447
357	0.3675570412
358	0.3675401709
359	0.3675183991
360	0.3675008213
361	0.3674923319
362	0.3674679048
363	0.3674548766
364	0.3674393759
365	0.3674166284
366	0.3674072263
367	0.3673914255
368	0.3673804295
369	0.3673713519
370	0.3673533195
371	0.3673383136
372	0.3673264683
373	0.3673024949
374	0.367295498
375	0.3672724451
376	0.3672419019
377	0.36722975
378	0.3672116618
379	0.3671881395
380	0.3671802641
381	0.367168151
382	0.3671535263
383	0.3671397018
384	0.3671117727
385	0.3670859784
386	0.3670708496
387	0.3670561659
388	0.3670488174
389	0.3670363538
390	0.3670095096
391	0.3669912521
392	0.3669769568
393	0.3669520062
394	0.3669365544
395	0.3669173268
396	0.3668996956
397	0.3668784017
398	0.3668500788
399	0.3668296095
400	0.3668051707
401	0.3667870669
402	0.3667707952
403	0.3667549344
404	0.3667411907
405	0.3667201771
406	0.3666952238
407	0.3666730207
408	0.3666600918
409	0.3666468492
410	0.3666255596
411	0.3666078483
412	0.3665901906
413	0.3665787596
414	0.3665629388
415	0.3665506904
416	0.3665351209
417	0.3665143343
418	0.3664889082
419	0.3664646794
420	0.3664565179
421	0.3664444742
422	0.3664259149
423	0.3664093924
424	0.3663919196
425	0.3663791027
426	0.3663659329
427	0.366357699
428	0.366341046
429	0.3663251065
430	0.3663048172
431	0.3662955357
432	0.3662769156
433	0.3662561499
434	0.3662365022
435	0.3662191458
436	0.3662065886
437	0.3661831351
438	0.3661740669
439	0.3661579216
440	0.3661430673
441	0.3661265336
442	0.3661111351
443	0.3660954803
444	0.3660829052
445	0.3660683562
446	0.3660479203
447	0.3660390638
448	0.3660242595
449	0.366013876
450	0.3660004411
451	0.3659839215
452	0.365969123
453	0.3659501518
454	0.3659235125
455	0.3659050075
456	0.365886283
457	0.3658743733
458	0.3658599752
459	0.3658533682
460	0.3658388907
461	0.3658194765
462	0.3658028151
463	0.3657826795
464	0.3657686938
465	0.3657381675
466	0.3657178647
467	0.3657079649
468	0.365697904
469	0.3656838118
470	0.3656747659
471	0.3656593225
472	0.3656427467
473	0.3656211194
474	0.3656118631
475	0.3655932254
476	0.365586923
477	0.3655672566
478	0.3655462783
479	0.3655379483
480	0.3655242473
481	0.3655126303
482	0.3655041406
483	0.3654943108
484	0.3654735413
485	0.3654603154
486	0.3654406434
487	0.3654350355
488	0.3654249129
489	0.3654104829
490	0.3653891484
491	0.3653699053
492	0.3653564186
493	0.3653461424
494	0.3653354732
495	0.3653275751
496	0.3653026973
497	0.3652945724
498	0.3652774499
499	0.3652593967
500	0.365249673
501	0.3652422301
502	0.3652302671
503	0.3652123471
504	0.3651937739
505	0.3651859039
506	0.3651779897
507	0.3651600009
508	0.3651449314
509	0.3651278959
510	0.3651106231
511	0.3650948098
512	0.3650756381
513	0.365057554
514	0.3650449667
515	0.3650379864
516	0.3650192229
517	0.3650051516
518	0.3649886781
519	0.364981656
520	0.3649678181
521	0.3649541885
522	0.3649417658
523	0.364925204
524	0.3649123254
525	0.3648891192
526	0.364877023
527	0.3648662864
528	0.3648559619
529	0.3648348095
530	0.3648224862
531	0.3648172021
532	0.3648062674
533	0.3647921899
534	0.3647809942
535	0.3647655229
536	0.364754492
537	0.3647382388
538	0.3647293845
539	0.3647194915
540	0.3647091179
541	0.3646855717
542	0.3646755958
543	0.3646617883
544	0.3646504771
545	0.3646345674
546	0.3646217847
547	0.3646073843
548	0.3645938124
549	0.364578508
550	0.3645671803
551	0.3645590227
552	0.3645449418
553	0.3645382487
554	0.3645190826
555	0.3645045784
556	0.3644845655
557	0.3644645355
558	0.3644546882
559	0.3644412621
560	0.3644327729
561	0.364419362
562	0.3644022559
563	0.3643895318
564	0.3643739366
565	0.3643608383
566	0.364354646
567	0.3643471248
568	0.3643390618
569	0.3643105185
570	0.3642985499
571	0.3642788497
572	0.3642636405
573	0.364257235
574	0.364247688
575	0.3642241095
576	0.364216507
577	0.3641991271
578	0.3641858858
579	0.3641780047
580	0.3641696387
581	0.3641554202
582	0.3641390031
583	0.3641242333
584	0.3641123474
585	0.3640894418
586	0.3640735286
587	0.3640665034
588	0.3640548965
589	0.3640449916
590	0.3640291722
591	0.3640094304
592	0.3640023965
593	0.3639855282
594	0.3639739955
595	0.363963168
596	0.3639520899
597	0.3639372074
598	0.3639198649
599	0.3639096076
600	0.3638947981
601	0.3638743188
602	0.3638653507
603	0.3638583988
604	0.3638487956
605	0.3638354143
606	0.3638233139
607	0.3638134436
608	0.3637949291
609	0.3637861353
610	0.363775138
611	0.3637675849
612	0.3637599786
613	0.3637474772
614	0.3637326562
615	0.3637209298
616	0.3637100797
617	0.3636886032
618	0.3636615812
619	0.3636483361
620	0.3636359273
621	0.3636270718
622	0.363602867
623	0.3635924163
624	0.3635836934
625	0.3635711137
626	0.3635582466
627	0.3635457033
628	0.3635258222
629	0.3635022599
630	0.3634944613
631	0.3634795508
632	0.3634679995
633	0.3634559581
634	0.3634503557
635	0.3634411489
636	0.3634294942
637	0.3634140145
638	0.3633946307
639	0.3633792209
640	0.3633586453
641	0.3633473565
642	0.3633323296
643	0.3633230578
644	0.3633081692
645	0.3632985722
646	0.3632808485
647	0.3632687368
648	0.3632521914
649	0.3632313297
650	0.3632189292
651	0.3632091654
652	0.3631948223
653	0.3631820716
654	0.3631727197
655	0.3631568425
656	0.3631434568
657	0.3631302434
658	0.3631197169
659	0.3631109987
660	0.363101975
661	0.3630885854
662	0.3630828447
663	0.3630762583
664	0.3630674784
665	0.3630486936
666	0.3630303018
667	0.3630193111
668	0.3630016557
669	0.3629907579
670	0.3629731011
671	0.3629584316
672	0.3629377982
673	0.3629200588
674	0.3629126806
675	0.3628931575
676	0.3628767234
677	0.3628636816
678	0.3628498024
679	0.3628319928
680	0.3628187219
681	0.362802105
682	0.3627803936
683	0.3627676204
684	0.362758999
685	0.3627424637
686	0.3627265746
687	0.3627173462
688	0.3627121313
689	0.3626911643
690	0.3626852031
691	0.362665266
692	0.3626608201
693	0.3626409518
694	0.3626285515
695	0.3626117167
696	0.3625958528
697	0.362583936
698	0.3625788922
699	0.3625665059
700	0.3625599924
701	0.3625386761
702	0.3625264663
703	0.3625171454
