bagging_fraction,bagging_freq,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_depth,min_data_in_leaf,num_leaves
0.7599106883214346,4,0.7053240474255384,0.715713262107033,0.9038520725066866,0.0801921805811886,12,36,81
